Time,Active_Replicas,P95_Latency,P99_Latency,Avg_Latency,Total_CPU,Requests
0,3,11.085385150675954,11.224486191653309,10.077542841627594,2.5528434585017545,5
1,5,11.191797830121748,11.245768727542469,10.158624080508089,5.205892481234422,5
2,5,11.296464970518054,11.385753415207025,10.110543814971253,8.384582850345298,6
3,5,11.251765493922548,11.376824570738128,9.917147960470903,11.369281002255063,6
4,5,11.206973606370518,11.366407585524414,10.00845366952832,14.775877670935353,7
5,5,11.27876909664981,11.383301302963726,10.074327105832053,18.18153420925764,7
6,5,11.356343788249209,11.422335343467298,10.116858975749507,21.94186619638877,8
7,5,11.347378255381955,11.420333965630382,10.120164314695435,25.602460136113237,8
8,5,11.381173915013429,11.423692014726287,10.142605807260502,29.879259360558827,9
9,5,11.373510562987542,11.422281904534122,10.052123847754284,34.342599228992526,9
10,5,11.380322431454998,11.435382704682471,10.063341215851747,40.316989139969806,12
11,5,11.370956112312246,11.434056941063565,10.048299237441784,45.45394584854637,11
12,5,11.401350123537808,11.459967191720882,10.062914764448632,51.88980639565029,13
13,5,11.386554237286596,11.458250954833607,10.076604684711585,57.39857796952991,11
14,5,11.403244144631648,11.456115121586883,10.07585560580209,64.26403377634827,14
15,5,11.396688878096969,11.45426225046287,10.041913177371622,70.30160118161731,12
16,5,11.400345315583076,11.452100567484855,10.04691403432721,77.20920117095898,14
17,5,11.393960935347149,11.44993888450684,10.029206587879928,83.9223746112211,14
18,5,11.389251244826523,11.447622795601823,9.99886956105914,91.20821129766415,15
19,5,11.388112468832189,11.445305091088603,9.991221069609576,99.1748853350248,16
20,5,11.381539102056522,11.4452760101409,9.99023974592452,108.42700376736994,18
21,5,11.382634663185799,11.445248544801402,9.996372770459994,116.68360343016569,17
22,5,11.372355320276018,11.445219463853698,9.986733977566216,125.21018401539322,18
23,5,11.37361511952422,11.445190382905995,9.995718278725109,134.66540840359164,18
24,5,11.385190972487448,11.463720898862622,10.01202572415973,143.03706060290006,17
25,5,11.389148099633024,11.486579968566065,10.021752766379935,151.95034601496008,18
26,5,11.389096527036275,11.48623593915119,10.018253145211578,162.5500178080996,21
27,5,11.385190972487448,11.485891909736313,10.011444099178734,172.81609222082153,21
28,5,11.37361511952422,11.485515115615257,10.007728867071902,184.18664546319394,23
29,5,11.37298521990012,11.486770621411923,10.00098962213007,194.0344317116678,21
30,5,11.366054667447088,11.48646529209444,10.014669634988346,204.37609177058698,21
31,5,11.365694488149328,11.486104880326474,9.996944018787012,215.48142752675406,22
32,5,11.36403580653972,11.485695321499241,9.981373552207785,228.23413005474237,25
33,5,11.363602057319438,11.485302145025097,9.973506495998913,240.452884946154,24
34,5,11.364185738130242,11.485072792081846,9.965400357895104,252.8072790223381,24
35,5,11.362083935048451,11.485072792081846,9.950064807747987,266.76617071853815,27
36,5,11.330987293372543,11.485072792081846,9.938126655171242,280.51918881238703,28
37,5,11.35784915635967,11.485072792081846,9.966783404362387,293.1935128166744,25
38,5,11.362038888567607,11.45927034019045,9.97126971156361,306.0517190253094,26
39,5,11.35784915635967,11.45927034019045,9.978666329656662,320.2190841747541,28
40,5,11.35784915635967,11.45927034019045,9.986911870978702,333.39294254383793,26
41,5,11.363817021963216,11.485072792081846,10.016591696481953,348.19448770547785,29
42,5,11.725257742144995,13.41399025071368,10.15316074627754,363.64759379029226,31
43,5,13.139270519345697,19.605571858402772,10.464138674760713,377.663663833172,28
44,5,21.84009579425187,25.666624485494822,11.2943879559937,393.8959732325246,33
45,5,25.558332950682086,29.014870820489023,12.274825264414996,408.25183797998693,29
46,5,29.53194273930324,34.13502109774545,13.581023469561076,423.5257963126562,31
47,5,33.99741032714468,39.049180816281,15.148235353837906,438.15643590611154,30
48,5,39.79639263432804,44.762235284632744,17.052034661625843,453.8326269507595,31
49,5,43.31937448552155,49.01787429711828,19.24011914614557,469.1339198332254,31
50,5,48.28229288236418,55.08612180640727,21.996584540160708,486.32324871239143,34
51,5,56.26119590298275,60.30302358041709,25.53778216153759,505.10052254180226,38
52,5,60.882448509556916,67.93661182385418,29.296324967732108,523.1567913012228,36
53,5,67.94101299093525,72.51341544435383,33.708637307789914,542.456415094168,38
54,5,73.49046565685285,79.49991677971082,38.32826371516946,560.0378023794017,36
55,5,78.9115697654538,87.67078992478213,43.259958049882094,577.0327178574341,35
56,5,85.89874765308048,92.50301290847426,48.84500943310555,596.0322303330481,37
57,5,92.50914124424966,99.36873939625345,54.898555426512104,615.1792552445477,38
58,5,96.8719257169277,103.3312344453215,60.5209959309304,633.0803736321154,36
59,5,102.71108523777326,109.09960228637361,66.75563068108616,653.7031784886833,41
60,5,107.46097492661565,117.7905558852681,72.68092689084068,672.6045884272487,38
61,5,116.87043203605262,123.57013846541945,79.67525513467459,694.9230777067949,45
62,5,124.76886860397367,130.90777473872447,86.97035971831802,717.7131592001051,46
63,5,131.53298236331008,139.47401767932,94.23048687253679,740.2620791167478,46
64,5,136.87729613799206,146.5542725483475,100.92975359593645,762.1436806428554,45
65,5,144.04992653867654,152.64478483274593,107.12810775374281,782.5294506656114,41
66,5,149.98661020457848,158.06404511766036,113.37080651747492,803.0454962571694,41
67,5,156.32087040961028,164.2639293776696,119.70468817017442,824.6667941386763,43
68,5,164.0735081960586,173.249515423898,127.02298112763685,849.1148648308514,49
69,5,172.32438056717632,179.21410322461873,134.2659101271718,873.8446201944788,49
70,5,177.53247847020904,191.3842289160945,141.35037399740656,896.8678599223105,46
71,5,187.106626645676,196.5088897249881,147.8438639012664,918.9468311391532,43
72,5,194.79280339953937,203.83993959577776,154.8064646757577,941.5595071444025,45
73,5,203.86688804311595,215.37516880316159,162.66550273048225,968.0830544738179,52
74,5,213.10103674127757,224.1737258225464,170.60246657196907,994.0300839707961,52
75,5,219.71796263914842,226.32251929026393,177.81916944393907,1017.0855883323559,47
76,5,226.3668743167016,239.0214088904176,185.85541444697523,1043.2697590245195,52
77,5,238.15788994362467,246.60491021403828,194.53556217642742,1070.7495883271,55
78,5,244.27045450979196,258.0265394537956,202.6335915382731,1095.8525980623006,51
79,5,253.8487890582157,262.94442243848044,210.35936805683482,1119.3105062340062,48
80,5,261.03740215721945,270.4893385780349,218.20718465505115,1145.2954973989192,53
81,5,267.32055448588795,278.8920316127434,225.25505982882314,1169.3709224636045,48
82,5,276.6344789176728,288.04699522498674,234.09616292577414,1199.2988757368357,59
83,5,286.6331274153024,297.12504193234616,242.99976621604898,1228.8465613087872,59
84,5,292.7514646347499,304.6588229182553,251.2900868860681,1256.7512319542343,56
85,5,302.3878683640058,314.67990724615055,259.0151731137579,1282.3524262995488,50
86,5,314.67959708986393,325.80549039555086,268.2116740066313,1312.988115960077,61
87,5,322.50652331187945,337.1671695249714,276.0797321627646,1342.0876344791075,58
88,5,335.23539367091774,344.2877510908126,284.62467185161296,1370.592488620703,58
89,5,342.31381302171735,351.30396399505145,293.23051193827956,1398.724769675221,56
90,5,348.1106197760912,362.2077616551617,302.2856721321887,1427.7113447006923,57
91,5,358.8103264706701,369.2869205770037,310.77123011878564,1457.9442727760352,59
92,5,367.7113437549164,379.57965869070307,319.47047589368304,1487.5004131784067,60
93,5,378.3002499319349,391.87153689408973,328.7467141253525,1518.5518697866273,62
94,5,386.2776478415124,398.10197368256945,337.37418049028685,1549.7229719322072,62
95,5,392.0822855202428,412.1727787127178,345.19799643243323,1576.5764297979633,56
96,5,412.1826012517995,420.2982238728228,354.3475700509266,1605.4933830884343,58
97,5,416.7895528050303,429.6049675650433,362.55163528069903,1633.736030555841,56
98,5,421.9451290668241,434.8167328164155,371.73451133983133,1667.0960180704985,67
99,5,434.6343848588378,448.5373104544992,381.5008631704811,1699.1420485065566,64
